,count_100,count_500,count_1000,count_2500,count_5000,count_10000,mean_100,mean_500,mean_1000,mean_2500,mean_5000,mean_10000
"[""505""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.191190045090829,-1.191190045090829
"[""5050""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.8727823906209081
"[""50s""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""51""/SYM]",0,1,1,1,1,1,N/A,-0.8975660155473311,-0.8975660155473311,-0.8975660155473311,-0.8975660155473311,-0.8975660155473311
"[""510""/SYM]",0,0,0,1,1,1,N/A,N/A,N/A,-0.9868664120997716,-0.9868664120997716,-0.9868664120997716
"[""5100""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9349909375710544
"[""513""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.849820415594602,-0.849820415594602
"[""516""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8600076776376289,-0.8600076776376289
"[""520""/NUM]",0,0,0,1,1,1,N/A,N/A,N/A,-0.9191356380349484,-0.9191356380349484,-0.9191356380349484
"[""527""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8785072811413797,-0.8785072811413797
"[""530""/SYM]",0,0,0,1,1,1,N/A,N/A,N/A,-0.9482557486681984,-0.9482557486681984,-0.9482557486681984
"[""538""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9509621468597914,-0.9509621468597914
"[""540""/SYM]",0,0,0,1,1,1,N/A,N/A,N/A,-1.4871841420620484,-1.4871841420620484,-1.4871841420620484
"[""541""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8457923151057682,-0.8457923151057682
"[""550""/SYM]",0,0,0,1,1,1,N/A,N/A,N/A,-1.2266975223339576,-1.2266975223339576,-1.2266975223339576
"[""551""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.951298138238537,-0.951298138238537
"[""553""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.8818852086735005
"[""555""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9695317090107768,-0.9695317090107768
"[""559""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.2524703350375914,-1.2524703350375914
"[""560""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9154752436576228,-0.9154752436576228
"[""561""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8320160780246691,-0.8320160780246691
"[""56K""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""570""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.0120109262254282,-1.0120109262254282
"[""571""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8438282954370728,-0.8438282954370728
"[""575""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.2317798672699396,-1.2317798672699396
"[""58.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""580""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9288180643782892,-0.9288180643782892
"[""590""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.018493058635465,-1.018493058635465
"[""5:1""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.2376746576729631
"[""5:17""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9025328872314894,-0.9025328872314894
"[""5D""/SYM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9841905114507508,-0.9841905114507508
"[""5GB""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.891504851672924
"[""5K""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""5dr""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.1870793126680974
"[""5g""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""5k""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""5km""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""5min""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""5x""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""6-11""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9905791730799308
"[""6-3""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.0287615668078165,-1.0287615668078165
"[""6-4""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.0549493981280194,-1.0549493981280194
"[""6-5""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.4907346587909058
"[""6-6""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.49363078498589
"[""6-7""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9541730040503452,-0.9541730040503452
"[""6.1""/SYM]",0,0,0,1,1,1,N/A,N/A,N/A,-0.9751825310271413,-0.9751825310271413,-0.9751825310271413
"[""600""/SYM]",0,1,1,1,1,1,N/A,-0.9468667468146432,-0.9468667468146432,-0.9468667468146432,-0.9468667468146432,-0.9468667468146432
"[""610""/SYM]",0,0,0,1,1,1,N/A,N/A,N/A,-0.8164555465753374,-0.8164555465753374,-0.8164555465753374
"[""619""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.1232072443845924,-1.1232072443845924
"[""62.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""622""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9242747629518336,-0.9242747629518336
"[""626""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8341498849941714,-0.8341498849941714
"[""63.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""630""/SYM]",0,0,0,1,1,1,N/A,N/A,N/A,-0.8546449429430931,-0.8546449429430931,-0.8546449429430931
"[""640""/SYM]",0,0,0,1,1,1,N/A,N/A,N/A,-0.9362684735644204,-0.9362684735644204,-0.9362684735644204
"[""666""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.2001815041791224,-1.2001815041791224
"[""68.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""680""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.969466344108078,-0.969466344108078
"[""69.162.176.84""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""6:1""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.394086226798723
"[""6:10""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.850148095032796,-0.850148095032796
"[""7-0""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.328907916963621
"[""7-1""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.405985725074797
"[""7-2""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.275957343277071
"[""7-3""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.212230087710398
"[""7-4""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.0861967659453484
"[""7-7""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.00926098222964
"[""700""/SYM]",0,0,1,1,1,1,N/A,N/A,-1.1118204206138318,-1.1118204206138318,-1.1118204206138318,-1.1118204206138318
"[""72.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""720""/NUM]",0,0,0,1,1,1,N/A,N/A,N/A,-0.9650647111563416,-0.9650647111563416,-0.9650647111563416
"[""72nd""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.0479329381853968
"[""73""/NUM]",0,1,1,1,1,1,N/A,-0.8396420065162001,-0.8396420065162001,-0.8396420065162001,-0.8396420065162001,-0.8396420065162001
"[""76ers""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.6026894932102582
"[""77""/NUM]",0,1,1,1,1,1,N/A,-0.8556641869986908,-0.8556641869986908,-0.8556641869986908,-0.8556641869986908,-0.8556641869986908
"[""777""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9545832449643984,-0.9545832449643984
"[""78.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""787""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9298822365987162,-0.9298822365987162
"[""79.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""7:10""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8488576992974393,-0.8488576992974393
"[""7:13""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8887905092027324,-0.8887905092027324
"[""7:14""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8533893875128095,-0.8533893875128095
"[""7:22""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8192660552165426,-0.8192660552165426
"[""8-2""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.822963661636945
"[""8-8""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.8729165416673546
"[""8-bit""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.0468590677997416
"[""800,000""/SYM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8278390508238139,-0.8278390508238139
"[""800m""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""802.11""/SYM]",0,0,0,1,1,1,N/A,N/A,N/A,-1.0333378315766009,-1.0333378315766009,-1.0333378315766009
"[""82nd""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.0021067336862466
"[""84.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""846""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.4920136947365106
"[""850""/SYM]",0,0,0,1,1,1,N/A,N/A,N/A,-0.9346415071727416,-0.9346415071727416,-0.9346415071727416
"[""863""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8995241560731199,-0.8995241560731199
"[""88.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""89.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""8:22""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8173652618693334,-0.8173652618693334
"[""8X""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""8vo""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.038512671639981
"[""9-1""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9146949012348085
"[""9-11""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.0602539684689254,-1.0602539684689254
"[""900""/NUM]",0,0,1,1,1,1,N/A,N/A,-0.850755105247607,-0.850755105247607,-0.850755105247607,-0.850755105247607
"[""900,000""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9277704859398258
"[""9001""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""90210""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""906""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.0447743996444494
"[""930""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.8792761373389293,-0.8792761373389293
"[""935""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.19217335123394
"[""950""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9090517284842482,-0.9090517284842482
"[""98.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""99.00""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""9900""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""999""/NUM]",0,0,0,1,1,1,N/A,N/A,N/A,-1.3109293358901393,-1.3109293358901393,-1.3109293358901393
"[""9V""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.8421352285332053
"[""9am-5pm""/ADV]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""=|""/X]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""?""/SYM]",1,1,1,1,1,1,-0.8297733452738707,-0.8297733452738707,-0.8297733452738707,-0.8297733452738707,-0.8297733452738707,-0.8297733452738707
"[""A-1""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.3492514983214785
"[""A-Line""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""A-List""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""A-Team""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.4979284739950387
"[""A-line""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""A-list""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""A9""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9811894079128376
"[""ABB""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.2420330622007258
"[""ABBA""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ABOUT""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ABR""/SYM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ABS-CBN""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ABSOLUTELY""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AC""/INTJ]",0,1,1,1,1,1,N/A,-1.0602241128608096,-1.0602241128608096,-1.0602241128608096,-1.0602241128608096,-1.0602241128608096
"[""ACC""/PROPN]",0,0,0,1,1,1,N/A,N/A,N/A,-0.8407679174494745,-0.8407679174494745,-0.8407679174494745
"[""ACCESS""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ACCOMMODATION""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ACCORD""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ACID""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.2255828490109462
"[""ACL""/PUNCT]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.0841920963968246,-1.0841920963968246
"[""ACPI""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ACROSS""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AD""/INTJ]",0,0,0,1,1,1,N/A,N/A,N/A,-1.2206792050129038,-1.2206792050129038,-1.2206792050129038
"[""ADA""/PROPN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ADI""/PUNCT]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.991792336029298
"[""ADL""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.8350506252209628
"[""ADM""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.0577080930479867
"[""ADVANCED""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.885268367163293
"[""ADVISORY""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AEC""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9878934380296496
"[""AEG""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9550159249529114
"[""AEM""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.430426660548172
"[""AFC""/INTJ]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.451835933723442,-1.451835933723442
"[""AFFAIRS""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AFL""/INTJ]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.3256429519292632,-1.3256429519292632
"[""AFTERNOON""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AG""/INTJ]",0,0,0,1,1,1,N/A,N/A,N/A,-0.9297924617030178,-0.9297924617030178,-0.9297924617030178
"[""AGENCY""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AGREEMENT""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AGW""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.1040635029885657
"[""AH""/INTJ]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-0.9183297149675166,-0.9183297149675166
"[""AHL""/ADV]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.5247919997996895
"[""AIP""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AIRLINES""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AJAX""/PUNCT]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.2810630023467324,-1.2810630023467324
"[""AK-47""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.1723227956919355
"[""AKG""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.8630456912114821
"[""AL""/PUNCT]",0,0,1,1,1,1,N/A,N/A,-0.8479482466930282,-0.8479482466930282,-0.8479482466930282,-0.8479482466930282
"[""ALA""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ALAN""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9211773679540868
"[""ALICE""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMATEUR""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMAZING""/ADJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMBER""/PROPN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMENDMENT""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.879977722754019
"[""AMGreat""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMI""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AML""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMLove""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMOUNT""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMOh""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMThank""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMThis""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMWow""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AMY""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ANA""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ANAL""/ADV]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ANCHOR""/X]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ANDREW""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9246222200498264
"[""ANDY""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.3620803954024605
"[""ANGEL""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ANGELS""/ADV]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ANN""/PROPN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ANNA""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ANNE""/PROPN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ANT""/ADV]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9401709338627754
"[""ANTONIO""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.1142809644403386
"[""APARTMENT""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""APARTMENTS""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""APE""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.1477784570483345
"[""API""/INTJ]",0,0,1,1,1,1,N/A,N/A,-0.9924791425511263,-0.9924791425511263,-0.9924791425511263,-0.9924791425511263
"[""APM""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9456572439983372
"[""APN""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""APPLIANCES""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""APY""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AQ""/SYM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.000847321739517
"[""AQUA""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AR-15""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.2300403701710778
"[""ARC""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ARIA""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ARMY""/NOUN]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.0323478177002583,-1.0323478177002583
"[""ARP""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.6071846818542304
"[""ARROW""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.993256056540456
"[""ARTHUR""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.8651826962765908
"[""ARV""/PROPN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ASE""/VERB]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.1685394385130856
"[""ASH""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ASHLEY""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ASI""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.3078448494529056
"[""ASIA""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ASIAN""/ADJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ASL""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ASN""/ADV]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ASOS""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ASP""/PUNCT]",0,0,0,1,1,1,N/A,N/A,N/A,-0.9602608480799988,-0.9602608480799988,-0.9602608480799988
"[""ASP.NET""/X]",0,0,0,1,1,1,N/A,N/A,N/A,-1.201625521680492,-1.201625521680492,-1.201625521680492
"[""ASPCA""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ASR""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AST""/PUNCT]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.227304460811219,-1.227304460811219
"[""ASV""/NUM]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.328298693688515
"[""ATC""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ATK""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ATLAS""/PROPN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.0338444604646542
"[""ATN""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ATTACK""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.9862919710875976
"[""ATTENTION""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""ATV""/PROPN]",0,0,0,1,1,1,N/A,N/A,N/A,-1.5327510047193198,-1.5327510047193198,-1.5327510047193198
"[""ATVs""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.44819317331205
"[""AURORA""/INTJ]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AUTHORITY""/NOUN]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-0.8503760150408128
"[""AUTO""/INTJ]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.6945683162149865,-1.6945683162149865
"[""AUTUMN""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AVA""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AVALON""/PUNCT]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AVG""/NUM]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.0044073266860232,-1.0044073266860232
"[""AVN""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AVON""/NUM]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AW""/INTJ]",0,0,0,0,1,1,N/A,N/A,N/A,N/A,-1.1646632017746807,-1.1646632017746807
"[""AWARD""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AWARDS""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AWARE""/NOUN]",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
"[""AWOL""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.3179781247270237
"[""Aachen""/INTJ]",0,0,0,0,0,1,N/A,N/A,N/A,N/A,N/A,-1.0119640132254566
