,female_effect_size,female_p_value
abortion,1.358868022454262,0.003171134626590355
abortive,-0.20487898785528538,0.6641356984660245
abound,-0.22646518926322992,0.6734775354749896
abovementioned,-0.2700257782468716,0.7048647637760268
abracadabra,-0.4009500380975071,0.7850080987709747
abrasion,0.3284660747320203,0.257673709471152
abrasive,-0.11515521114165962,0.5837905761130584
abreast,0.45129594550606744,0.1830706455042399
abroad,0.19872844105795617,0.3476677912918289
abrogate,-0.713327228117867,0.9245774707974964
abrupt,0.07785698650310187,0.43978225924838266
abruptly,-0.14925883915677243,0.6145201504150781
abscess,0.2062948282055719,0.3352185342350318
absence,-0.6700773050058101,0.9144405898756929
absent,-0.48736348225788667,0.8303924524763974
absentee,-1.0051299373535658,0.9781025788413964
absenteeism,-0.12236444741709661,0.5934611902577035
absinthe,-0.33170060672652923,0.7469091046128529
absolute,-0.2535632199602386,0.6967164949348756
absolution,-0.714741641762464,0.9233738693586576
absolve,-0.8562856803920066,0.9588030155892201
absorb,-0.1623023905598444,0.6169283933865445
absorbed,-0.13807040685630803,0.6080858051787165
absorbent,0.6798123641137247,0.08953317159951024
absorbing,-0.04548365152468868,0.5324825682739049
absorption,0.5052723750673151,0.15778269684143864
abstain,0.08425227180372727,0.43815928431809614
abstention,0.015515209219221131,0.4876697015867696
abstinence,0.4671352483682078,0.17369574564679735
abstract,-0.15213694047718831,0.6146018637348998
abstraction,-0.5243022073280723,0.8541752972494088
absurd,-0.673907214341061,0.9161529576010702
absurdity,-0.7760575457862241,0.9389478118499496
abundance,-0.02619197826260741,0.5185599169155943
abundant,0.12026737507000396,0.40960858476536166
abuse,0.058533587996289556,0.4536995596042399
abused,-0.11771109685210203,0.5935245137234215
abusive,-0.07975751638479013,0.5653332175686536
abutment,1.1171934360240856,0.011462340390697046
aby,-0.30593803949418796,0.7250889759970175
abysmal,-0.10244635169233766,0.5823136307017234
abyss,-1.1317364160215142,0.988833413429653
academic,-0.21684082479524522,0.6636079967567533
academy,-0.6403706735103677,0.8994625534903209
accede,0.18190944300743273,0.3619770177930337
accelerant,-0.3244500836036564,0.7432205719412521
accelerate,-0.5049317762839927,0.8416376784388696
accelerated,-0.3534497599675892,0.7636784053092149
acceleration,-1.4163078301684489,0.9978171501957616
accelerator,0.16910983340688843,0.37438575943528885
accent,0.26196336513203444,0.3035765693585246
accentuate,0.4912085366222692,0.15848064728958056
accept,-0.21579162426295256,0.6701088133816575
acceptable,0.4468116000966736,0.18510556959762248
acceptance,0.041601713481916366,0.4703796085764741
acceptances,0.7400773410876285,0.07026550833662615
access,0.35083784141607677,0.2380625772676075
accessible,0.6177792846921467,0.11068905146340935
accession,0.1152780893043963,0.4043211449322611
accessory,0.8106924540949346,0.053998022231553255
accident,0.03702762920574831,0.47426203633037867
accidental,-0.27863595991444573,0.7117869616677162
accidentally,0.01295267311718574,0.48697476713911225
acclaim,-0.6896627345013447,0.9144052313250521
accolade,-0.495662150974627,0.8348882284519833
accommodate,0.4108853376573614,0.20560846512702735
accommodation,0.615036525579267,0.10833984825380116
accompaniment,0.3313207854828474,0.2558412643320973
accompany,0.18483112765611978,0.3553233564268201
accompanying,0.17917110418286242,0.3614060667229011
accomplice,-0.1030639836785604,0.5828381609875635
accomplish,-0.15887873136685357,0.6283310845162077
accomplished,-0.4212969051824384,0.8032237256682977
accomplishment,-0.4470583426300677,0.8145328621903687
accord,-0.010557788277714747,0.5103895122597195
accordance,-0.3439835960037924,0.7540906830268452
accordion,-0.43954789579417713,0.8128184902871849
account,-0.4156552937877,0.7945073098944558
accountability,-0.1988258963991684,0.6513774664731049
accountable,0.12683987857551005,0.40252288200427244
accountant,-0.08574026817582742,0.5655825153228724
accounting,0.9028161491080202,0.03579089420102144
accounts,-0.22964696725809342,0.6731863143126411
accredited,0.39192513284745334,0.21294504474120646
accretion,0.8781953255775273,0.0411403370965826
accrue,-0.33705682972867856,0.74951992335614
accueil,-0.04521236222463401,0.5395563704667028
accumulate,-0.11274330605126517,0.5901877086811964
accumulation,0.14807635281833095,0.37979561546009666
accuracy,-0.7093731935319123,0.9224701165491842
accurate,-0.5045927053691277,0.843682473672037
accursed,-1.39260693091888,0.9970924434078887
accusation,-0.5765494082797056,0.8761167646457045
accusative,-0.2799544665695392,0.7134722060427239
accuse,-0.08245078790143869,0.565195829436856
accused,-0.08905057700733886,0.5746489021899897
accuser,-0.42878097248704106,0.803150631603692
accusing,0.25032703459852185,0.3039706341545684
accustomed,-0.4641027072622114,0.827357275253622
ace,-0.7432201854409715,0.9329547143451472
acetic,0.4116319030539241,0.20902432632006207
acetylene,-0.9920552602223499,0.9776261570843766
ache,0.3772334603770922,0.22333673731101444
achieve,0.6161523320509702,0.10719248788922853
achieved,0.3221613480035012,0.2532958946397218
achievement,-0.5060184304396561,0.8497738053753167
aching,0.34254254704976234,0.2448575095419352
achy,0.9343667688693501,0.029719992159493946
acid,0.5535089138259238,0.13453613701036016
acidity,0.8680503168490695,0.04246377072870133
acknowledge,-0.7322992639606833,0.9297060648675624
acknowledged,-0.4100065420142825,0.7923192005585664
acknowledgement,-0.4034968201332479,0.7879402583273654
acknowledgment,-0.3292444023345541,0.7466473488862029
acme,0.006908166510879584,0.49316239463113376
acne,0.45755305278484326,0.1821622200479085
acorn,-0.3654853147066672,0.7628116357374097
acoustic,-0.041338124168059195,0.5349443566157503
acoustics,0.589741491280347,0.12027540949704107
acquaint,-0.48600343772025834,0.8319556422150503
acquaintance,-0.012025401736798804,0.5048380532208334
acquainted,-0.21031206275377273,0.6641839573370756
acquiescence,0.33710718023658337,0.2512102929673894
acquire,-0.3975947677381138,0.7888394505714905
acquiring,-0.3756317680748439,0.771812802462454
acquisition,-0.045070219613179585,0.539409130947824
acquisitions,-0.45328705160421334,0.8160463014476902
acquit,-0.8449010577671213,0.9551150467054191
acquittal,-0.4162751214567378,0.7917567340836171
acre,-0.5375021986963547,0.8582607914656115
acreage,0.22019378974441361,0.32716957627532584
acres,-0.38231464122318387,0.7748486794960543
acrobat,0.14753015135741263,0.3768617902332001
acrylic,0.6946438698261471,0.08128130466077588
act,-0.4299119564079418,0.8047888555988622
acting,-0.12277593763549369,0.5987703357996479
action,-0.8495423710040184,0.9566181138089599
actionable,0.21856315347219385,0.3310543556745973
activate,-0.1856967748507473,0.6541073280439437
activation,0.07507037414129585,0.4409320313971945
active,0.12073548202558185,0.40295905923900976
activist,1.0386288201823621,0.01943545154428683
activity,0.5378530639109501,0.13860437255542712
